Root File,File Name,Total Groups
Hidrofono 16,48000Hz16__25_11_18__13-13-15_24.61,2
Hidrofono 16,48000Hz16__25_11_18__17-48-53_25.4,0
Hidrofono 16,48000Hz16__25_11_18__14-32-15_24.75,56
Hidrofono 16,48000Hz16__25_11_18__18-7-6_25.4,18
Hidrofono 16,48000Hz16__25_11_18__20-18-51_24.85,3
Hidrofono 16,48000Hz16__25_11_18__23-31-36_24.65,1
Hidrofono 16,48000Hz16__25_11_18__18-39-32_25.2,16
Hidrofono 16,48000Hz16__25_11_18__19-44-24_24.93,10
Hidrofono 16,48000Hz16__26_11_18__1-39-32_24.53,0
Hidrofono 16,48000Hz16__25_11_18__16-27-46_25.9,21
Hidrofono 16,48000Hz16__25_11_18__20-16-49_24.87,4
Hidrofono 16,48000Hz16__25_11_18__20-47-12_24.82,22
Hidrofono 16,48000Hz16__26_11_18__1-43-37_24.52,0
Hidrofono 16,48000Hz16__26_11_18__10-49-43_24.70,12
Hidrofono 16,48000Hz16__25_11_18__20-24-55_24.86,18
Hidrofono 16,48000Hz16__25_11_18__13-47-44_24.63,36
Hidrofono 16,48000Hz16__25_11_18__15-8-44_24.86,2
Hidrofono 16,48000Hz16__25_11_18__19-5-52_24.95,20
Hidrofono 16,48000Hz16__26_11_18__10-27-16_24.64,17
Hidrofono 16,48000Hz16__26_11_18__0-46-43_24.57,0
Hidrofono 16,48000Hz16__26_11_18__0-38-36_24.57,0
Hidrofono 16,48000Hz16__25_11_18__14-3-55_24.66,12
Hidrofono 16,48000Hz16__25_11_18__15-0-38_24.83,0
Hidrofono 16,48000Hz16__25_11_18__18-9-7_25.4,8
Hidrofono 16,48000Hz16__25_11_18__19-9-55_24.95,10
Hidrofono 16,48000Hz16__25_11_18__22-0-15_24.75,2
Hidrofono 16,48000Hz16__25_11_18__20-33-2_24.83,16
Hidrofono 16,48000Hz16__25_11_18__13-27-28_24.60,43
Hidrofono 16,48000Hz16__25_11_18__13-1-7_24.62,3
Hidrofono 16,48000Hz16__26_11_18__0-8-5_24.61,0
Hidrofono 16,48000Hz16__26_11_18__1-45-39_24.51,0
Hidrofono 16,48000Hz16__25_11_18__22-48-57_24.70,1
Hidrofono 16,48000Hz16__25_11_18__12-48-58_24.63,37
Hidrofono 16,48000Hz16__25_11_18__19-18-1_24.96,6
Hidrofono 16,48000Hz16__25_11_18__16-50-3_25.1,16
Hidrofono 16,48000Hz16__25_11_18__19-22-4_24.94,17
Hidrofono 16,48000Hz16__26_11_18__10-35-27_24.65,21
Hidrofono 16,48000Hz16__25_11_18__22-38-47_24.69,2
Hidrofono 16,48000Hz16__25_11_18__23-21-27_24.67,2
Hidrofono 16,48000Hz16__25_11_18__21-44-3_24.76,0
Hidrofono 16,48000Hz16__25_11_18__16-43-59_25.11,9
Hidrofono 16,48000Hz16__25_11_18__18-41-34_25.2,11
Hidrofono 16,48000Hz16__25_11_18__13-41-39_24.62,12
Hidrofono 16,48000Hz16__25_11_18__13-5-10_24.57,9
Hidrofono 16,48000Hz16__25_11_18__19-30-14_24.94,8
Hidrofono 16,48000Hz16__25_11_18__17-16-26_25.6,1
Hidrofono 16,48000Hz16__25_11_18__18-59-47_24.97,23
Hidrofono 16,48000Hz16__25_11_18__13-39-38_24.58,12
Hidrofono 16,48000Hz16__26_11_18__1-37-31_24.51,3
Hidrofono 16,48000Hz16__25_11_18__15-51-20_24.98,0
Hidrofono 16,48000Hz16__26_11_18__0-26-24_24.58,1
Hidrofono 16,48000Hz16__25_11_18__23-27-32_24.65,2
Hidrofono 16,48000Hz16__25_11_18__15-24-59_24.89,8
Hidrofono 16,48000Hz16__25_11_18__17-44-50_25.4,5
Hidrofono 16,48000Hz16__26_11_18__11-12-6_24.80,21
Hidrofono 16,48000Hz16__25_11_18__21-33-55_24.76,1
Hidrofono 16,48000Hz16__25_11_18__14-50-31_24.82,0
Hidrofono 16,48000Hz16__26_11_18__1-27-22_24.53,2
Hidrofono 16,48000Hz16__26_11_18__10-39-32_24.68,24
Hidrofono 16,48000Hz16__25_11_18__14-1-54_24.65,2
Hidrofono 16,48000Hz16__25_11_18__22-4-18_24.74,1
Hidrofono 16,48000Hz16__25_11_18__14-28-13_24.74,3
Hidrofono 16,48000Hz16__25_11_18__23-59-59_24.62,0
Hidrofono 16,48000Hz16__25_11_18__19-56-33_24.87,10
Hidrofono 16,48000Hz16__25_11_18__16-48-2_25.7,12
Hidrofono 16,48000Hz16__26_11_18__10-4-49_24.57,13
Hidrofono 16,48000Hz16__25_11_18__13-51-47_24.63,5
Hidrofono 16,48000Hz16__25_11_18__23-35-39_24.65,0
Hidrofono 16,48000Hz16__25_11_18__19-26-9_24.95,30
Hidrofono 16,48000Hz16__25_11_18__22-30-41_24.70,4
Hidrofono 16,48000Hz16__25_11_18__21-17-43_24.80,0
Hidrofono 16,48000Hz16__25_11_18__12-34-48_24.45,4
Hidrofono 16,48000Hz16__25_11_18__15-43-14_24.97,1
Hidrofono 16,48000Hz16__25_11_18__18-31-26_25.1,21
Hidrofono 16,48000Hz16__25_11_18__21-42-2_24.75,1
Hidrofono 16,48000Hz16__25_11_18__16-19-40_25.7,4
Hidrofono 16,48000Hz16__25_11_18__17-52-56_25.7,3
Hidrofono 16,48000Hz16__26_11_18__1-9-5_24.56,0
Hidrofono 16,48000Hz16__25_11_18__15-29-2_24.91,3
Hidrofono 16,48000Hz16__25_11_18__12-53-1_24.63,9
Hidrofono 16,48000Hz16__26_11_18__1-17-12_24.55,0
Hidrofono 16,48000Hz16__26_11_18__10-31-21_24.66,15
Hidrofono 16,48000Hz16__25_11_18__15-41-12_24.95,1
Hidrofono 16,48000Hz16__25_11_18__13-17-18_24.58,13
Hidrofono 16,48000Hz16__25_11_18__18-21-18_25.4,9
Hidrofono 16,48000Hz16__26_11_18__0-56-55_24.55,2
Hidrofono 16,48000Hz16__25_11_18__20-57-20_24.80,16
Hidrofono 16,48000Hz16__25_11_18__12-36-50_24.53,1
Hidrofono 16,48000Hz16__25_11_18__14-44-24_24.79,2
Hidrofono 16,48000Hz16__26_11_18__10-19-7_24.64,27
Hidrofono 16,48000Hz16__25_11_18__19-7-53_24.97,7
Hidrofono 16,48000Hz16__26_11_18__1-35-29_24.52,1
Hidrofono 16,48000Hz16__25_11_18__22-46-56_24.67,0
Hidrofono 16,48000Hz16__25_11_18__23-15-22_24.66,0
Hidrofono 16,48000Hz16__26_11_18__10-17-5_24.58,26
Hidrofono 16,48000Hz16__25_11_18__21-37-58_24.77,0
Hidrofono 16,48000Hz16__25_11_18__14-5-57_24.66,1
Hidrofono 16,48000Hz16__25_11_18__19-58-35_24.90,1
Hidrofono 16,48000Hz16__25_11_18__19-11-56_24.96,9
Hidrofono 16,48000Hz16__25_11_18__21-56-12_24.75,3
Hidrofono 16,48000Hz16__25_11_18__21-35-57_24.77,1
Hidrofono 16,48000Hz16__25_11_18__14-7-58_24.66,1
Hidrofono 16,48000Hz16__25_11_18__19-3-50_24.95,20
Hidrofono 16,48000Hz16__25_11_18__20-31-0_24.84,3
Hidrofono 16,48000Hz16__25_11_18__20-39-6_24.84,7
Hidrofono 16,48000Hz16__25_11_18__23-55-55_24.60,0
Hidrofono 16,48000Hz16__25_11_18__22-36-46_24.70,0
Hidrofono 16,48000Hz16__25_11_18__20-8-42_24.89,3
Hidrofono 16,48000Hz16__25_11_18__14-42-23_24.77,0
Hidrofono 16,48000Hz16__26_11_18__10-29-19_24.64,17
Hidrofono 16,48000Hz16__25_11_18__14-16-4_24.69,3
Hidrofono 16,48000Hz16__25_11_18__13-15-17_24.57,10
Hidrofono 16,48000Hz16__25_11_18__16-23-43_25.8,0
Hidrofono 16,48000Hz16__25_11_18__20-2-38_24.89,9
Hidrofono 16,48000Hz16__25_11_18__17-26-36_25.5,0
Hidrofono 16,48000Hz16__25_11_18__21-23-48_24.79,0
Hidrofono 16,48000Hz16__26_11_18__0-58-56_24.57,0
Hidrofono 16,48000Hz16__26_11_18__1-5-2_24.55,1
Hidrofono 16,48000Hz16__25_11_18__15-45-15_24.98,1
Hidrofono 16,48000Hz16__25_11_18__21-7-30_24.79,37
Hidrofono 16,48000Hz16__25_11_18__17-56-59_25.7,3
Hidrofono 16,48000Hz16__25_11_18__23-43-45_24.64,0
Hidrofono 16,48000Hz16__26_11_18__11-18-14_24.75,6
Hidrofono 16,48000Hz16__25_11_18__19-48-27_24.87,7
Hidrofono 16,48000Hz16__25_11_18__17-6-15_25.4,0
Hidrofono 16,48000Hz16__25_11_18__12-55-3_24.61,2
Hidrofono 16,48000Hz16__25_11_18__19-1-49_24.96,15
Hidrofono 16,48000Hz16__25_11_18__18-3-3_25.7,9
Hidrofono 16,48000Hz16__25_11_18__13-23-23_24.61,64
Hidrofono 16,48000Hz16__26_11_18__1-3-0_24.56,0
Hidrofono 16,48000Hz16__25_11_18__16-31-49_25.10,2
Hidrofono 16,48000Hz16__25_11_18__23-33-38_24.64,1
Hidrofono 16,48000Hz16__25_11_18__15-14-49_24.89,0
Hidrofono 16,48000Hz16__25_11_18__21-25-49_24.77,2
Hidrofono 16,48000Hz16__25_11_18__23-39-42_24.64,1
Hidrofono 16,48000Hz16__26_11_18__10-43-36_24.69,11
Hidrofono 16,48000Hz16__25_11_18__18-19-15_25.1,20
Hidrofono 16,48000Hz16__25_11_18__20-4-39_24.87,14
Hidrofono 16,48000Hz16__25_11_18__17-24-34_25.7,2
Hidrofono 16,48000Hz16__25_11_18__22-59-8_24.67,1
Hidrofono 16,48000Hz16__25_11_18__21-1-25_24.81,43
Hidrofono 16,48000Hz16__26_11_18__10-21-10_24.64,22
Hidrofono 16,48000Hz16__25_11_18__14-38-20_24.79,0
Hidrofono 16,48000Hz16__25_11_18__20-51-15_24.82,18
Hidrofono 16,48000Hz16__25_11_18__12-44-55_24.66,0
Hidrofono 16,48000Hz16__26_11_18__0-34-32_24.58,1
Hidrofono 16,48000Hz16__25_11_18__19-20-2_24.94,40
Hidrofono 16,48000Hz16__25_11_18__14-18-5_24.70,0
Hidrofono 16,48000Hz16__25_11_18__16-29-48_25.9,6
Hidrofono 16,48000Hz16__25_11_18__14-56-35_24.83,0
Hidrofono 16,48000Hz16__25_11_18__22-14-27_24.71,1
Hidrofono 16,48000Hz16__25_11_18__17-12-22_25.7,2
Hidrofono 16,48000Hz16__25_11_18__22-18-30_24.74,1
Hidrofono 16,48000Hz16__25_11_18__18-11-9_25.2,14
Hidrofono 16,48000Hz16__25_11_18__18-33-28_25.2,30
Hidrofono 16,48000Hz16__25_11_18__17-18-28_25.7,0
Hidrofono 16,48000Hz16__25_11_18__13-35-35_24.62,47
Hidrofono 16,48000Hz16__25_11_18__15-57-24_24.99,1
Hidrofono 16,48000Hz16__25_11_18__18-1-2_25.6,14
Hidrofono 16,48000Hz16__25_11_18__12-51-0_24.64,10
Hidrofono 16,48000Hz16__25_11_18__22-22-33_24.71,0
Hidrofono 16,48000Hz16__25_11_18__12-30-44_23.54,6
Hidrofono 16,48000Hz16__25_11_18__18-25-21_25.4,1
Hidrofono 16,48000Hz16__26_11_18__1-31-25_24.55,1
Hidrofono 16,48000Hz16__25_11_18__17-50-54_25.5,4
Hidrofono 16,48000Hz16__25_11_18__16-58-9_24.98,0
Hidrofono 16,48000Hz16__25_11_18__23-3-11_24.68,1
Hidrofono 16,48000Hz16__26_11_18__10-51-45_24.72,12
Hidrofono 16,48000Hz16__26_11_18__0-16-12_24.58,1
Hidrofono 16,48000Hz16__25_11_18__13-43-41_24.62,7
Hidrofono 16,48000Hz16__25_11_18__23-49-50_24.63,1
Hidrofono 16,48000Hz16__26_11_18__0-50-48_24.57,1
Hidrofono 16,48000Hz16__25_11_18__16-37-55_25.9,1
Hidrofono 16,48000Hz16__25_11_18__16-7-31_25.2,1
Hidrofono 16,48000Hz16__25_11_18__19-50-29_24.91,6
Hidrofono 16,48000Hz16__25_11_18__12-40-53_24.61,5
Hidrofono 16,48000Hz16__26_11_18__10-10-58_24.56,10
Hidrofono 16,48000Hz16__25_11_18__22-51-0_24.69,1
Hidrofono 16,48000Hz16__25_11_18__15-27-1_24.91,7
Hidrofono 16,48000Hz16__25_11_18__13-59-52_24.66,10
Hidrofono 16,48000Hz16__25_11_18__16-35-52_25.7,2
Hidrofono 16,48000Hz16__25_11_18__17-32-41_25.2,0
Hidrofono 16,48000Hz16__26_11_18__0-18-14_24.57,1
Hidrofono 16,48000Hz16__25_11_18__23-53-53_24.62,1
Hidrofono 16,48000Hz16__25_11_18__17-14-24_25.9,1
Hidrofono 16,48000Hz16__25_11_18__14-26-11_24.72,0
Hidrofono 16,48000Hz16__26_11_18__0-54-52_24.55,1
Hidrofono 16,48000Hz16__25_11_18__16-46-1_25.8,8
Hidrofono 16,48000Hz16__26_11_18__0-14-11_24.61,0
Hidrofono 16,48000Hz16__25_11_18__23-25-30_24.65,1
Hidrofono 16,48000Hz16__25_11_18__21-27-51_24.76,0
Hidrofono 16,48000Hz16__26_11_18__1-25-20_24.54,1
Hidrofono 16,48000Hz16__26_11_18__10-25-14_24.65,28
Hidrofono 16,48000Hz16__25_11_18__17-22-32_25.7,5
Hidrofono 16,48000Hz16__25_11_18__16-3-28_24.99,5
Hidrofono 16,48000Hz16__25_11_18__20-37-5_24.83,18
Hidrofono 16,48000Hz16__26_11_18__0-48-46_24.56,1
Hidrofono 16,48000Hz16__26_11_18__11-28-26_24.82,6
Hidrofono 16,48000Hz16__25_11_18__14-54-34_24.83,0
Hidrofono 16,48000Hz16__25_11_18__20-55-18_24.80,4
Hidrofono 16,48000Hz16__25_11_18__23-7-15_24.68,1
Hidrofono 16,48000Hz16__26_11_18__0-10-7_24.61,1
Hidrofono 16,48000Hz16__25_11_18__15-10-46_24.85,0
Hidrofono 16,48000Hz16__26_11_18__1-7-4_24.56,1
Hidrofono 16,48000Hz16__25_11_18__19-38-20_24.91,17
Hidrofono 16,48000Hz16__26_11_18__1-23-18_24.54,0
Hidrofono 16,48000Hz16__25_11_18__22-6-20_24.74,1
Hidrofono 16,48000Hz16__26_11_18__1-11-7_24.55,2
Hidrofono 16,48000Hz16__25_11_18__22-10-23_24.71,1
Hidrofono 16,48000Hz16__26_11_18__10-59-54_24.76,5
Hidrofono 16,48000Hz16__26_11_18__1-41-35_24.53,1
Hidrofono 16,48000Hz16__25_11_18__22-20-32_24.71,0
Hidrofono 16,48000Hz16__25_11_18__21-5-28_24.82,37
Hidrofono 16,48000Hz16__25_11_18__19-13-58_24.93,17
Hidrofono 16,48000Hz16__25_11_18__18-23-19_25.0,17
Hidrofono 16,48000Hz16__25_11_18__17-4-14_25.1,2
Hidrofono 16,48000Hz16__25_11_18__16-56-8_24.98,14
Hidrofono 16,48000Hz16__26_11_18__10-0-44_24.55,17
Hidrofono 16,48000Hz16__25_11_18__19-54-32_24.89,2
Hidrofono 16,48000Hz16__25_11_18__20-28-59_24.86,7
Hidrofono 16,48000Hz16__25_11_18__21-15-42_24.80,28
Hidrofono 16,48000Hz16__26_11_18__10-13-1_24.60,17
Hidrofono 16,48000Hz16__25_11_18__21-40-0_24.77,0
Hidrofono 16,48000Hz16__25_11_18__21-19-45_24.80,0
Hidrofono 16,48000Hz16__26_11_18__10-6-53_24.60,12
Hidrofono 16,48000Hz16__26_11_18__0-4-2_24.60,1
Hidrofono 16,48000Hz16__26_11_18__1-15-11_24.53,0
Hidrofono 16,48000Hz16__25_11_18__18-17-13_25.0,19
Hidrofono 16,48000Hz16__26_11_18__11-14-10_24.82,11
Hidrofono 16,48000Hz16__25_11_18__16-25-45_25.8,10
Hidrofono 16,48000Hz16__26_11_18__11-30-27_24.86,4
Hidrofono 16,48000Hz16__25_11_18__15-18-53_24.90,3
Hidrofono 16,48000Hz16__25_11_18__14-58-37_24.84,1
Hidrofono 16,48000Hz16__25_11_18__21-54-11_24.75,0
Hidrofono 16,48000Hz16__25_11_18__22-32-42_24.71,1
Hidrofono 16,48000Hz16__25_11_18__19-42-23_24.91,33
Hidrofono 16,48000Hz16__25_11_18__13-45-42_24.65,21
Hidrofono 16,48000Hz16__25_11_18__13-49-45_24.62,47
Hidrofono 16,48000Hz16__25_11_18__19-34-17_24.93,19
Hidrofono 16,48000Hz16__25_11_18__16-15-37_25.6,3
Hidrofono 16,48000Hz16__26_11_18__1-0-58_24.57,1
Hidrofono 16,48000Hz16__25_11_18__22-16-29_24.72,3
Hidrofono 16,48000Hz16__25_11_18__22-26-38_24.72,1
Hidrofono 16,48000Hz16__26_11_18__0-24-22_24.58,0
Hidrofono 16,48000Hz16__25_11_18__15-55-23_24.98,0
Hidrofono 16,48000Hz16__25_11_18__16-1-27_25.0,8
Hidrofono 16,48000Hz16__25_11_18__21-58-14_24.75,0
Hidrofono 16,48000Hz16__25_11_18__20-59-24_24.80,14
Hidrofono 16,48000Hz16__25_11_18__18-51-41_24.99,11
Hidrofono 16,48000Hz16__26_11_18__11-22-20_24.77,4
Hidrofono 16,48000Hz16__26_11_18__0-30-29_24.58,0
Hidrofono 16,48000Hz16__25_11_18__14-22-8_24.72,1
Hidrofono 16,48000Hz16__25_11_18__14-46-27_24.79,1
Hidrofono 16,48000Hz16__25_11_18__22-24-35_24.72,8
Hidrofono 16,48000Hz16__25_11_18__21-48-6_24.76,1
Hidrofono 16,48000Hz16__25_11_18__22-28-39_24.71,0
Hidrofono 16,48000Hz16__25_11_18__16-13-36_25.5,6
Hidrofono 16,48000Hz16__25_11_18__15-59-26_24.98,2
Hidrofono 16,48000Hz16__25_11_18__18-57-46_24.98,18
Hidrofono 16,48000Hz16__25_11_18__12-59-5_24.60,1
Hidrofono 16,48000Hz16__25_11_18__15-4-41_24.85,2
Hidrofono 16,48000Hz16__25_11_18__23-1-9_24.69,0
Hidrofono 16,48000Hz16__25_11_18__23-57-56_24.61,1
Hidrofono 16,48000Hz16__25_11_18__15-22-57_24.87,1
Hidrofono 16,48000Hz16__25_11_18__19-28-11_24.93,21
Hidrofono 16,48000Hz16__26_11_18__1-29-23_24.52,1
Hidrofono 16,48000Hz16__25_11_18__19-36-18_24.92,10
Hidrofono 16,48000Hz16__25_11_18__19-15-59_24.95,24
Hidrofono 16,48000Hz16__25_11_18__13-29-29_24.60,70
Hidrofono 16,48000Hz16__26_11_18__1-19-14_24.53,0
Hidrofono 16,48000Hz16__25_11_18__17-0-11_24.99,10
Hidrofono 16,48000Hz16__26_11_18__10-47-40_24.71,6
Hidrofono 16,48000Hz16__25_11_18__17-8-17_25.6,0
Hidrofono 16,48000Hz16__25_11_18__15-49-18_24.98,1
Hidrofono 16,48000Hz16__25_11_18__20-43-9_24.83,29
Hidrofono 16,48000Hz16__25_11_18__13-7-11_24.60,8
Hidrofono 16,48000Hz16__25_11_18__15-31-4_24.92,1
Hidrofono 16,48000Hz16__25_11_18__16-9-33_25.2,0
Hidrofono 16,48000Hz16__25_11_18__16-41-58_25.10,2
Hidrofono 16,48000Hz16__25_11_18__20-49-14_24.82,8
Hidrofono 16,48000Hz16__25_11_18__18-47-38_24.99,10
Hidrofono 16,48000Hz16__25_11_18__14-36-18_24.77,48
Hidrofono 16,48000Hz16__25_11_18__14-30-14_24.72,37
Hidrofono 16,48000Hz16__25_11_18__18-37-31_25.0,4
Hidrofono 16,48000Hz16__26_11_18__10-2-47_24.57,19
Hidrofono 16,48000Hz16__26_11_18__10-41-34_24.69,16
Hidrofono 16,48000Hz16__26_11_18__11-26-24_24.81,5
Hidrofono 16,48000Hz16__25_11_18__23-29-34_24.64,0
Hidrofono 16,48000Hz16__25_11_18__21-13-40_24.81,22
Hidrofono 16,48000Hz16__25_11_18__21-31-54_24.79,0
Hidrofono 16,48000Hz16__26_11_18__1-21-16_24.54,1
Hidrofono 16,48000Hz16__25_11_18__15-47-17_24.96,0
Hidrofono 16,48000Hz16__26_11_18__1-49-43_24.52,2
Hidrofono 16,48000Hz16__25_11_18__20-45-11_24.83,12
Hidrofono 16,48000Hz16__26_11_18__0-2-1_24.63,0
Hidrofono 16,48000Hz16__25_11_18__21-52-9_24.75,0
Hidrofono 16,48000Hz16__25_11_18__14-10-0_24.69,0
Hidrofono 16,48000Hz16__26_11_18__11-20-17_24.78,3
Hidrofono 16,48000Hz16__25_11_18__17-20-29_25.8,2
Hidrofono 16,48000Hz16__25_11_18__17-38-45_25.7,0
Hidrofono 16,48000Hz16__25_11_18__17-54-57_25.6,3
Hidrofono 16,48000Hz16__25_11_18__15-53-21_24.98,1
Hidrofono 16,48000Hz16__26_11_18__10-55-50_24.71,23
Hidrofono 16,48000Hz16__25_11_18__15-37-9_24.93,0
Hidrofono 16,48000Hz16__25_11_18__15-16-50_24.89,0
Hidrofono 16,48000Hz16__25_11_18__17-34-42_25.5,0
Hidrofono 16,48000Hz16__25_11_18__13-11-14_24.60,1
Hidrofono 16,48000Hz16__26_11_18__1-51-44_24.51,0
Hidrofono 16,48000Hz16__25_11_18__19-32-15_24.93,48
Hidrofono 16,48000Hz16__26_11_18__1-33-27_24.52,1
Hidrofono 16,48000Hz16__25_11_18__17-2-12_25.2,1
Hidrofono 16,48000Hz16__25_11_18__20-14-48_24.86,15
Hidrofono 16,48000Hz16__25_11_18__14-34-17_24.76,65
Hidrofono 16,48000Hz16__25_11_18__23-17-24_24.69,0
Hidrofono 16,48000Hz16__25_11_18__21-3-27_24.80,28
Hidrofono 16,48000Hz16__25_11_18__19-24-7_24.93,25
Hidrofono 16,48000Hz16__25_11_18__20-35-3_24.84,23
Hidrofono 16,48000Hz16__25_11_18__17-42-48_25.6,5
Hidrofono 16,48000Hz16__26_11_18__10-23-12_24.62,36
Hidrofono 16,48000Hz16__25_11_18__20-6-41_24.89,2
Hidrofono 16,48000Hz16__25_11_18__17-40-47_25.5,4
Hidrofono 16,48000Hz16__25_11_18__12-38-51_24.62,1
Hidrofono 16,48000Hz16__25_11_18__12-42-54_24.64,5
Hidrofono 16,48000Hz16__25_11_18__15-39-11_24.94,0
Hidrofono 16,48000Hz16__25_11_18__20-53-17_24.82,5
Hidrofono 16,48000Hz16__25_11_18__13-21-21_24.60,73
Hidrofono 16,48000Hz16__25_11_18__16-52-5_25.2,2
Hidrofono 16,48000Hz16__25_11_18__13-53-48_24.66,1
Hidrofono 16,48000Hz16__25_11_18__12-46-57_24.66,5
Hidrofono 16,48000Hz16__25_11_18__22-12-26_24.74,1
Hidrofono 16,48000Hz16__25_11_18__16-5-30_25.2,1
Hidrofono 16,48000Hz16__25_11_18__19-52-30_24.89,12
Hidrofono 16,48000Hz16__25_11_18__13-33-34_24.60,32
Hidrofono 16,48000Hz16__26_11_18__11-24-22_24.78,9
Hidrofono 16,48000Hz16__26_11_18__1-59-52_24.50,0
Hidrofono 16,48000Hz16__25_11_18__22-42-51_24.68,12
Hidrofono 16,48000Hz16__25_11_18__15-35-8_24.93,1
Hidrofono 16,48000Hz16__25_11_18__23-51-52_24.61,0
Hidrofono 16,48000Hz16__25_11_18__15-20-55_24.90,2
Hidrofono 16,48000Hz16__25_11_18__17-36-44_25.2,0
Hidrofono 16,48000Hz16__26_11_18__0-36-34_24.58,0
Hidrofono 16,48000Hz16__25_11_18__18-5-5_25.4,17
Hidrofono 16,48000Hz16__25_11_18__14-40-21_24.78,2
Hidrofono 16,48000Hz16__25_11_18__18-35-29_25.2,5
Hidrofono 16,48000Hz16__26_11_18__10-45-38_24.69,10
Hidrofono 16,48000Hz16__25_11_18__20-10-44_24.89,6
Hidrofono 16,48000Hz16__25_11_18__14-12-1_24.68,2
Hidrofono 16,48000Hz16__25_11_18__18-15-12_25.1,6
Hidrofono 16,48000Hz16__25_11_18__13-55-49_24.66,5
Hidrofono 16,48000Hz16__26_11_18__1-55-48_24.50,1
Hidrofono 16,48000Hz16__26_11_18__0-20-16_24.58,0
Hidrofono 16,48000Hz16__25_11_18__16-33-50_25.7,7
Hidrofono 16,48000Hz16__25_11_18__15-12-47_24.87,0
Hidrofono 16,48000Hz16__26_11_18__10-37-29_24.68,35
Hidrofono 16,48000Hz16__25_11_18__22-34-44_24.71,1
Hidrofono 16,48000Hz16__26_11_18__0-22-19_24.58,0
Hidrofono 16,48000Hz16__25_11_18__12-57-4_24.64,1
Hidrofono 16,48000Hz16__26_11_18__10-53-48_24.71,34
Hidrofono 16,48000Hz16__25_11_18__23-23-29_24.64,0
Hidrofono 16,48000Hz16__26_11_18__0-52-50_24.55,2
Hidrofono 16,48000Hz16__25_11_18__18-43-35_25.0,10
Hidrofono 16,48000Hz16__25_11_18__20-41-8_24.84,10
Hidrofono 16,48000Hz16__25_11_18__21-9-31_24.79,4
Hidrofono 16,48000Hz16__25_11_18__23-11-18_24.68,0
Hidrofono 16,48000Hz16__26_11_18__0-42-39_24.58,0
Hidrofono 16,48000Hz16__26_11_18__0-6-4_24.61,3
Hidrofono 16,48000Hz16__25_11_18__22-53-2_24.69,4
Hidrofono 16,48000Hz16__25_11_18__23-13-21_24.65,1
Hidrofono 16,48000Hz16__26_11_18__0-28-26_24.57,2
Hidrofono 16,48000Hz16__25_11_18__23-37-41_24.65,0
Hidrofono 16,48000Hz16__25_11_18__14-24-10_24.70,0
Hidrofono 16,48000Hz16__26_11_18__1-53-46_24.52,1
Hidrofono 16,48000Hz16__26_11_18__10-57-52_24.75,11
Hidrofono 16,48000Hz16__25_11_18__13-25-26_24.63,45
Hidrofono 16,48000Hz16__25_11_18__17-10-21_25.6,2
Hidrofono 16,48000Hz16__25_11_18__13-19-20_24.61,38
Hidrofono 16,48000Hz16__25_11_18__21-50-8_24.75,4
Hidrofono 16,48000Hz16__25_11_18__15-33-7_24.94,2
Hidrofono 16,48000Hz16__25_11_18__17-46-51_25.6,1
Hidrofono 16,48000Hz16__25_11_18__14-20-7_24.70,9
Hidrofono 16,48000Hz16__25_11_18__16-54-6_25.1,6
Hidrofono 16,48000Hz16__25_11_18__18-27-22_25.2,3
Hidrofono 16,48000Hz16__26_11_18__11-1-56_24.77,20
Hidrofono 16,48000Hz16__25_11_18__21-46-5_24.75,1
Hidrofono 16,48000Hz16__25_11_18__13-3-8_24.62,22
Hidrofono 16,48000Hz16__25_11_18__17-59-0_25.5,13
Hidrofono 16,48000Hz16__25_11_18__16-39-56_25.7,10
